doc_id,question,choices,correct_answer,llada_prediction,llama_prediction,llada_correct,llama_correct,question_length,num_choices,agreement,llada_advantage,llama_advantage
366,"Q: Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. What does Remy need to do before this? 
  choice: Needed to ask her mom and dad to give her a ride before instead of bumming
  choice: Needed to borrow her mom and dads car without asking instead of bumming
  choice: Needed to just walk the 20 miles to the fair quickly instead of bumming
A:","['Needed to borrow her mom and dads car without asking instead of bumming', 'Needed to ask her mom and dad to give her a ride before instead of bumming', 'Needed to just walk the 20 miles to the fair quickly instead of bumming']",Needed to ask her mom and dad to give her a ride before instead of bumming,"['-8.916064329445362', '0.0']","['-5.375', 'False']",False,False,391,3,True,False,False
367,"Q: Tracy gave birth to Addison and was very proud of her new child that day. What will Tracy want to do next? 
  choice: Experience motherhood for the first time
  choice: Have a baby of her own
  choice: Proud
A:","['Have a baby of her own', 'Proud', 'Experience motherhood for the first time']",Experience motherhood for the first time,"['-2.1339907348155975', '0.0']","['-1.671875', 'True']",False,False,213,3,True,False,False
368,"Q: Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. Why did Carson do this? 
  choice: Be considerate towards how his mom was feeling
  choice: Create an unwelcome atmosphere
  choice: Look out the window
A:","['Create an unwelcome atmosphere', 'Look out the window', 'Be considerate towards how his mom was feeling']",Be considerate towards how his mom was feeling,"['-3.9814175218343735', '0.0']","['-3.0625', 'False']",False,False,299,3,True,False,False
369,"Q: Skylar knew they were nervous and he wanted to ease their minds. What does Skylar need to do before this? 
  choice: Insult their worries
  choice: Put together a strong presentation detailing his ideas on how to proceed
  choice: Start acting rashly without thinking ahead
A:","['Insult their worries', 'Put together a strong presentation detailing his ideas on how to proceed', 'Start acting rashly without thinking ahead']",Put together a strong presentation detailing his ideas on how to proceed,"['-14.99748182296753', '0.0']","['-2.921875', 'False']",False,False,279,3,True,False,False
370,"Q: Remy got very dark after drinking by himself all night long. How would you describe Remy? 
  choice: A happy person at heart
  choice: A resilient person at heart
  choice: Depressed at heart
A:","['Depressed at heart', 'A resilient person at heart', 'A happy person at heart']",Depressed at heart,"['-1.1502918004989624', '0.0']","['-2.609375', 'False']",False,False,197,3,True,False,False
371,"Q: Aubrey ignored the call that she got from Riley that was about the upcoming party. What will Riley want to do next? 
  choice: Call her mother
  choice: Go to the beach
  choice: Keep calling
A:","['Call her mother', 'Keep calling', 'Go to the beach']",Keep calling,"['-3.682235598564148', '0.0']","['-2.890625', 'False']",False,False,197,3,True,False,False
372,"Q: Robin went with Jan's friends to the park to play some games for hours. What will Jan want to do next? 
  choice: Go home and shower
  choice: Go home and sleep
  choice: Proud
A:","['Go home and shower', 'Proud', 'Go home and sleep']",Go home and shower,"['-1.8477386981248856', '0.0']","['-1.4296875', 'True']",False,False,182,3,True,False,False
373,"Q: Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. How would Sydney feel afterwards? 
  choice: Annoyed in helping their daughter communicate
  choice: Happy that they are able to help their daughter
  choice: Happy to be in full control of their daughter's actions
A:","['Annoyed in helping their daughter communicate', ""Happy to be in full control of their daughter's actions"", 'Happy that they are able to help their daughter']",Happy that they are able to help their daughter,"['-2.7284361869096756', '0.0']","['-2.609375', 'False']",False,False,444,3,True,False,False
374,"Q: Taylor attended their father's concert and was very impressed that their father performed so well. What will Taylor want to do next? 
  choice: Enjoy a show
  choice: Leave the concert before it starts
  choice: Tell their father 'well done'
A:","[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",Tell their father 'well done',"['-1.5645336210727692', '0.0']","['-5.46875', 'False']",False,False,247,3,True,False,False
375,"Q: Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. What will Addison want to do next? 
  choice: Come outside
  choice: Win the game of hide and seek
  choice: Win the game of tag
A:","['Win the game of tag', 'Come outside', 'Win the game of hide and seek']",Win the game of hide and seek,"['-6.389281943440437', '0.0']","['-3.875', 'False']",False,False,242,3,True,False,False
376,"Q: Bailey was a good basketball player who had a special shot in their arsenal. What does Bailey need to do before this? 
  choice: Needed to do some stretching
  choice: Needed to get drunk
  choice: Practice more
A:","['Needed to do some stretching', 'Practice more', 'Needed to get drunk']",Practice more,"['-1.977566085755825', '0.0']","['-3.25', 'False']",False,False,217,3,True,False,False
377,"Q: Bailey studied the book carefully in preparation for the end of course exam. What will Bailey want to do next? 
  choice: Bailey wanted a good grade
  choice: Bailey wanted to pass the exam with flying colors
  choice: Take a study break
A:","['Bailey wanted to pass the exam with flying colors', 'Bailey wanted a good grade', 'Take a study break']",Take a study break,"['-2.091368566500023', '0.0']","['-2.828125', 'False']",False,False,243,3,True,False,False
378,"Q: Cameron interpreted science in terms of objectiveness and rules. What will Cameron want to do next? 
  choice: Did this to follow logic
  choice: Did this to understand
  choice: Study science more
A:","['Study science more', 'Did this to understand', 'Did this to follow logic']",Study science more,"['-1.9403689056634903', '0.0']","['-2.09375', 'False']",False,False,203,3,True,False,False
379,"Q: Sydney set Skylar's phone on edge just a small hairline over falling over the desk. How would you describe Sydney? 
  choice: Are boring
  choice: Are reckless
  choice: Careless
A:","['Are reckless', 'Careless', 'Are boring']",Careless,"['-5.9059295654296875', '0.0']","['-2.671875', 'False']",False,False,184,3,True,False,False
380,"Q: Kai talked about politics with their friends to try and stay informed. Why did Kai do this? 
  choice: Learn
  choice: Needed to hang out with his friends
  choice: Needed to make sure his friends know politics
A:","['Learn', 'Needed to hang out with his friends', 'Needed to make sure his friends know politics']",Learn,"['-1.21875', '0.0']","['-2.625', 'False']",False,False,216,3,True,False,False
381,"Q: Sydney made some friends at their new place that they were working. What will Sydney want to do next? 
  choice: Manipulate the friends
  choice: Pay the friends
  choice: Talk to the friends
A:","['Pay the friends', 'Manipulate the friends', 'Talk to the friends']",Talk to the friends,"['-5.081023663282394', '0.0']","['-3.265625', 'False']",False,False,197,3,True,False,False
382,"Q: Tracy the bus driver took Jesse's students on a field trip to a remote location. How would Tracy feel afterwards? 
  choice: Accurate
  choice: Incompetent
  choice: Lost
A:","['Lost', 'Accurate', 'Incompetent']",Accurate,"['-7.71875', '0.0']","['-2.421875', 'False']",False,False,176,3,True,False,False
383,"Q: Alex loved to watch tv so he spent most of his time up in his room with it on. Why did Alex do this? 
  choice: Go to sleep
  choice: Hated the world
  choice: Liked the feeling
A:","['Liked the feeling', 'Go to sleep', 'Hated the world']",Hated the world,"['-2.637305274605751', '0.0']","['-4.0625', 'False']",False,False,183,3,True,False,False
384,"Q: Addison was listening to music very loudly. They turned their music down. How would Addison feel afterwards? 
  choice: A fan of loud music
  choice: A fan with bad hearing
  choice: Satisfied
A:","['A fan with bad hearing', 'A fan of loud music', 'Satisfied']",A fan of loud music,"['-3.8737489879131317', '0.0']","['-2.046875', 'False']",False,False,198,3,True,False,False
385,"Q: Jan said walk back to the students who were being disruptive and loud. How would you describe Jan? 
  choice: A softy at heart
  choice: No-nonsense
  choice: Stop talking in mid-sentence and look in a non-aggressive way at the student making the noise
A:","['A softy at heart', 'Stop talking in mid-sentence and look in a non-aggressive way at the student making the noise', 'No-nonsense']",No-nonsense,"['-1.2467194013297558', '0.0']","['-2.421875', 'False']",False,False,258,3,True,False,False
386,"Q: Austin had things to do after school and always ate late. Why did Austin do this? 
  choice: Eat early
  choice: Eat on time
  choice: So they could finish what they had to do
A:","['So they could finish what they had to do', 'Eat early', 'Eat on time']",So they could finish what they had to do,"['-1.2311559338122606', '0.0']","['-2.046875', 'False']",False,False,181,3,True,False,False
387,"Q: Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. What will Sydney want to do next? 
  choice: Participate in a local election
  choice: Take the LSAT
  choice: Was a hard worker
A:","['Take the LSAT', 'Was a hard worker', 'Participate in a local election']",Take the LSAT,"['-1.3446647636592388', '0.0']","['-1.640625', 'False']",False,False,352,3,True,False,False
388,"Q: Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. What will the students want to do next? 
  choice: Be a security guard
  choice: Be walking the halls
  choice: Run out of the room
A:","['Be walking the halls', 'Run out of the room', 'Be a security guard']",Run out of the room,"['-5.573166042566299', '0.0']","['-3.5625', 'False']",False,False,245,3,True,False,False
389,"Q: Sydney woke up and was ready to start the day. They put on their clothes. What will Sydney want to do next? 
  choice: Go to bed
  choice: Go to the pool
  choice: Go to work
A:","['Go to bed', 'Go to the pool', 'Go to work']",Go to work,"['-5.651456877589226', '0.0']","['-3.015625', 'False']",False,False,180,3,True,False,False
390,"Q: Casey was hungry so they put food into the oven to cook. How would Others feel as a result? 
  choice: Starved
  choice: That Casey eats too much
  choice: That Casey knows how to cook
A:","['Starved', 'That Casey eats too much', 'That Casey knows how to cook']",That Casey knows how to cook,"['-0.9904194585978985', '0.0']","['-1.7890625', 'False']",False,False,190,3,True,False,False
391,"Q: Aubrey asked Sydney to estimate the cost of the damage to her car. Why did Sydney do this? 
  choice: Do her job as a car repair estimator
  choice: Help Jason
  choice: Know the car's location
A:","[""Know the car's location"", 'Do her job as a car repair estimator', 'Help Jason']",Do her job as a car repair estimator,"['-4.338819786906242', '0.0']","['-5.96875', 'False']",False,False,199,3,True,False,False
392,"Q: Remy gave Skylar, the concierge, her account so that she could check into the hotel. What will Remy want to do next? 
  choice: Arrive at a hotel
  choice: Get the key from Skylar
  choice: Lose her credit card
A:","['Lose her credit card', 'Arrive at a hotel', 'Get the key from Skylar']",Get the key from Skylar,"['-11.195002377033234', '0.0']","['-4.59375', 'False']",False,False,216,3,True,False,False
393,"Q: Kendall walked their dog home in the pouring rain and thunder and lightning. How would you describe Kendall? 
  choice: A responsible dog owner
  choice: Tired
  choice: Uncaring about dogs
A:","['Tired', 'Uncaring about dogs', 'A responsible dog owner']",A responsible dog owner,"['-12.976600408554077', '0.0']","['-4.25', 'False']",False,False,195,3,True,False,False
394,"Q: Skylar found a child standing in the airport alone and tried to find their parents. Why did Skylar do this? 
  choice: Be kind
  choice: Be rude
  choice: Have a flight
A:","['Be kind', 'Have a flight', 'Be rude']",Be kind,"['-7.418854117393494', '0.0']","['-1.078125', 'True']",False,False,174,3,True,False,False
395,"Q: Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. What does Ted need to do next? 
  choice: Go to the boat
  choice: Ted was very shocked and scared and he rowed away from the area of danger very quickly forgetting Aubrey
  choice: Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out
A:","['Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out', 'Go to the boat', 'Ted was very shocked and scared and he rowed away from the area of danger very quickly forgetting Aubrey']",Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out,"['-3.6080118766985834', '0.0']","['-2.921875', 'False']",False,False,377,3,True,False,False
396,"Q: Riley regarded Jesse, but Jesse was annoyed that they were being watched. What will happen to Riley? 
  choice: Anxious
  choice: Irritated
  choice: They will be slapped
A:","['Anxious', 'They will be slapped', 'Irritated']",They will be slapped,"['-3.646106779575348', '0.0']","['-2.53125', 'False']",False,False,176,3,True,False,False
397,"Q: While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. How would the others feel as a result? 
  choice: Intrigued that they didn't tell all of them
  choice: Jealous that they didn't help all of them
  choice: Self-starting
A:","['Self-starting', ""Intrigued that they didn't tell all of them"", ""Jealous that they didn't help all of them""]",Jealous that they didn't help all of them,"['-6.165028393268585', '0.0']","['-2.828125', 'False']",False,False,325,3,True,False,False
398,"Q: Sydney rubbed Addison's head because she had a horrible headache. What will happen to Sydney? 
  choice: Be reprimanded
  choice: Drift to sleep
  choice: Receive thanks
A:","['Drift to sleep', 'Receive thanks', 'Be reprimanded']",Receive thanks,"['-2.393488973379135', '0.0']","['-1.9453125', 'False']",False,False,175,3,True,False,False
399,"Q: Kai watched videos on youtube and there was one they really liked. How would you describe Kai? 
  choice: As someone that asked about videos
  choice: As someone that enjoyed a video
  choice: As someone that talks about videos
A:","['As someone that enjoyed a video', 'As someone that asked about videos', 'As someone that talks about videos']",As someone that enjoyed a video,"['-0.3924191426485777', '0.0']","['-3.5625', 'False']",False,False,233,3,True,False,False
400,"Q: Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. What will Addison want to do next? 
  choice: Good
  choice: Hit Robin
  choice: Take their medicine
A:","['Good', 'Take their medicine', 'Hit Robin']",Take their medicine,"['-2.00390625', '0.0']","['-1.9921875', 'False']",False,False,191,3,True,False,False
401,"Q: Quinn climbed into bed after a full, busy day of work. Why did Quinn do this? 
  choice: Felt energized
  choice: Felt tired
  choice: Shut the lights off
A:","['Felt tired', 'Shut the lights off', 'Felt energized']",Felt tired,"['-5.051704406738281', '0.0']","['-1.890625', 'True']",False,False,160,3,True,False,False
402,"Q: Bailey destroyed the enemy's weapons when playing a video game with friends. How would Bailey feel afterwards? 
  choice: Depressed
  choice: Interested in video games
  choice: Playful
A:","['Interested in video games', 'Playful', 'Depressed']",Playful,"['-6.244860112667084', '0.0']","['-3.234375', 'False']",False,False,191,3,True,False,False
403,"Q: Casey decided that he would be better off if he broke up with his girlfriend. What does Casey need to do before this? 
  choice: Go to a car show
  choice: Go to sleep
  choice: Want something different
A:","['Go to sleep', 'Want something different', 'Go to a car show']",Want something different,"['-4.84416264295578', '0.0']","['-1.9296875', 'False']",False,False,208,3,True,False,False
404,"Q: Alex answered Riley's question about the math problem for homework that night. What will happen to Riley? 
  choice: Lazy
  choice: Passive
  choice: Proud
A:","['Lazy', 'Passive', 'Proud']",Proud,"['-6.78125', '0.0']","['-3.40625', 'False']",False,False,161,3,True,False,False
405,"Q: cameron was challenged to a dual so he had to put up or shut up. How would you describe Cameron? 
  choice: As smart
  choice: As stupid
  choice: Scared
A:","['Scared', 'As smart', 'As stupid']",Scared,"['-3.191850796341896', '0.0']","['-3.953125', 'False']",False,False,159,3,True,False,False
406,"Q: Quinn went to work the next day after they went on vacation over the weekend. Why did Quinn do this? 
  choice: Make more money
  choice: Take more time off
  choice: Take some time off work
A:","['Take more time off', 'Make more money', 'Take some time off work']",Make more money,"['-10.943683862686157', '0.0']","['-4.34375', 'False']",False,False,196,3,True,False,False
407,"Q: Riley got dressed up for a night out. Riley went out with some friends dancing. What does Riley need to do before this? 
  choice: Have fun with her friends
  choice: Needed to get makeup on
  choice: Needed to make plans with friends
A:","['Have fun with her friends', 'Needed to get makeup on', 'Needed to make plans with friends']",Needed to make plans with friends,"['-2.7678929418325424', '0.0']","['-2.25', 'False']",False,False,240,3,True,False,False
408,"Q: Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. What will Addison want to do next? 
  choice: Burn the money so no one can find it
  choice: Give the money back to Casey
  choice: Spend the money before she gets caught
A:","['Give the money back to Casey', 'Burn the money so no one can find it', 'Spend the money before she gets caught']",Give the money back to Casey,"['-4.175677314400673', '0.0']","['-2.703125', 'False']",False,False,278,3,True,False,False
409,"Q: Carson was a week away from finals, but went over his friends every day to play video game. How would you describe Carson? 
  choice: Disapproving
  choice: Focused on grades
  choice: Not motivated
A:","['Not motivated', 'Disapproving', 'Focused on grades']",Not motivated,"['-5.205343961715698', '0.0']","['-2.78125', 'False']",False,False,204,3,True,False,False
410,"Q: Taylor gave her friend a present for their birthday that year. What will happen to Taylor? 
  choice: Be happy to see their friend
  choice: Be thanked by their friend
  choice: Open the present
A:","['Be thanked by their friend', 'Open the present', 'Be happy to see their friend']",Be thanked by their friend,"['-0.6529125478118658', '0.0']","['-3.234375', 'False']",False,False,200,3,True,False,False
411,"Q: Remy challenged them to a game of racquetball at the local YMCA gym. Why did Remy do this? 
  choice: Was bored and decided to gather some people for a good game of racquetball
  choice: Was bored and decided to he wanted them to go to the gym and watch him not show
  choice: Win the game
A:","['Was bored and decided to gather some people for a good game of racquetball', 'Was bored and decided to he wanted them to go to the gym and watch him not show', 'Win the game']",Was bored and decided to gather some people for a good game of racquetball,"['-0.8195001655258238', '0.0']","['-2.53125', 'False']",False,False,295,3,True,False,False
412,"Q: Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. Why did it become dark outside? 
  choice: And their friends lost track of the time
  choice: Go to sleep
  choice: Hid their friends and sought them for too long
A:","['Go to sleep', 'Hid their friends and sought them for too long', 'And their friends lost track of the time']",And their friends lost track of the time,"['-5.121906965970993', '0.0']","['-2.328125', 'False']",False,False,289,3,True,False,False
413,"Q: Riley wanted to ask their friends advice about what to do for a job. What will Others want to do next? 
  choice: Listen carefully
  choice: Wanted to do something important
  choice: Wanted to find an enjoyable job
A:","['Wanted to do something important', 'Wanted to find an enjoyable job', 'Listen carefully']",Listen carefully,"['-7.861871540546417', '0.0']","['-5.71875', 'False']",False,False,221,3,True,False,False
414,"Q: Aubrey kept the baby up at night but was ready to put her down for a nap now. What will Aubrey want to do next? 
  choice: Get the baby ready for bed next
  choice: Have to prepare the crib and blankets
  choice: Prepare dinner next
A:","['Get the baby ready for bed next', 'Prepare dinner next', 'Have to prepare the crib and blankets']",Get the baby ready for bed next,"['-3.0224865823984146', '0.0']","['-2.171875', 'False']",False,False,238,3,True,False,False
415,"Q: Jan decided on Friday to light a fire under the brush in her pit in the backyard. What will Jan want to do next? 
  choice: Make sure the fire goes out later
  choice: Roast hot dogs
  choice: Throw all of her belongings in with the brush
A:","['Throw all of her belongings in with the brush', 'Make sure the fire goes out later', 'Roast hot dogs']",Make sure the fire goes out later,"['-7.31278938241303', '0.0']","['-6.28125', 'False']",False,False,244,3,True,False,False
416,"Q: Riley regarded Jesse with gentle eyes before asking him out. What will happen to Jesse? 
  choice: Accept the invitation next
  choice: Get rejected
  choice: Have a date
A:","['Accept the invitation next', 'Have a date', 'Get rejected']",Accept the invitation next,"['-1.288578599691391', '0.0']","['-3.578125', 'False']",False,False,176,3,True,False,False
417,"Q: Jesse was taking a class and he really admired his professor. To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him. How would Jesse feel afterwards? 
  choice: Accomplished
  choice: Focused and driven to succeed in class
  choice: Hard working and dedicated to their work
A:","['Accomplished', 'Focused and driven to succeed in class', 'Hard working and dedicated to their work']",Accomplished,"['-0.20886645931750536', '0.0']","['-1.0', 'True']",False,False,343,3,True,False,False
418,"Q: Sasha got revenge on the people who had stolen the car from her. How would Others feel as a result? 
  choice: Furious at the perpetrators
  choice: Quite elated
  choice: Quite paid back
A:","['Quite elated', 'Furious at the perpetrators', 'Quite paid back']",Quite paid back,"['-6.033698201179504', '0.0']","['-3.109375', 'False']",False,False,193,3,True,False,False
419,"Q: It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. What does Jan need to do before this? 
  choice: Be a man
  choice: Get pregnant
  choice: She liked kids
A:","['Get pregnant', 'Be a man', 'She liked kids']",Get pregnant,"['-2.439231812953949', '0.0']","['-2.90625', 'False']",False,False,208,3,True,False,False
420,"Q: Kai showed Jan how to do her job properly so she didn't get in trouble. Why did Kai do this? 
  choice: Make sure Jan does it right
  choice: Though Jan was lazy
  choice: Was Jan's trainer and didn't want to get in trouble
A:","['Though Jan was lazy', ""Was Jan's trainer and didn't want to get in trouble"", 'Make sure Jan does it right']",Make sure Jan does it right,"['-9.302746415138245', '0.0']","['-2.5625', 'False']",False,False,229,3,True,False,False
421,"Q: Skylar got a cast on her leg after she broke it while skateboarding. How would you describe Skylar? 
  choice: Athletic
  choice: Sad
  choice: Terrible
A:","['Athletic', 'Sad', 'Terrible']",Sad,"['-0.10302734375', '0.0']","['-0.84765625', 'True']",False,False,158,3,True,False,False
422,"Q: Tracy took Jesse's students on a field trip because Jesse was not feeling well. What will Tracy want to do next? 
  choice: Drive the students back home
  choice: Know directions
  choice: Take the students back to school
A:","['Take the students back to school', 'Drive the students back home', 'Know directions']",Take the students back to school,"['-3.465937077999115', '0.0']","['-2.359375', 'False']",False,False,227,3,True,False,False
423,"Q: Alex was saving up for a new car. Alex sold books on amazon. What will Alex want to do next? 
  choice: Buy more books on Amazon
  choice: Save all the money from selling books
  choice: Spend all the money on books
A:","['Buy more books on Amazon', 'Spend all the money on books', 'Save all the money from selling books']",Save all the money from selling books,"['-4.17818982899189', '0.0']","['-2.34375', 'False']",False,False,221,3,True,False,False
424,"Q: Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea. How would Casey feel as a result? 
  choice: Not pleased with it
  choice: So happy
  choice: Very content
A:","['Very content', 'Not pleased with it', 'So happy']",Not pleased with it,"['-7.373788893222809', '0.0']","['-5.6875', 'False']",False,False,223,3,True,False,False
425,"Q: Remy gave birth to a healthy baby girl at the hospital just earlier today. How would you describe Remy? 
  choice: Happy
  choice: A new parent
A:","['Happy', 'A new parent']",Happy,"['-0.91796875', '0.0']","['-1.796875', 'False']",False,False,149,2,True,False,False
426,"Q: Riley gave Jesse a scornful look after Jesse mishaved. How would you describe Riley? 
  choice: Annoyed
  choice: Happy
  choice: Pleased
A:","['Happy', 'Annoyed', 'Pleased']",Annoyed,"['-11.25', '0.0']","['-4.46875', 'False']",False,False,143,3,True,False,False
427,"Q: Aubrey met a friend at the park and they decided to go play baseball. What will happen to Others? 
  choice: Have a lot of fun
  choice: Will hit the ball
  choice: Will watch the game
A:","['Will watch the game', 'Will hit the ball', 'Have a lot of fun']",Will watch the game,"['-5.81137889623642', '0.0']","['-3.96875', 'False']",False,False,190,3,True,False,False
428,"Q: Riley was a cop and therefore regarded Jesse with observant eyes. Why did Riley do this? 
  choice: He wanted to date Jesse
  choice: He was suspicious of Jesse
  choice: Make observations
A:","['Make observations', 'He was suspicious of Jesse', 'He wanted to date Jesse']",He was suspicious of Jesse,"['-5.291217505931854', '0.0']","['-3.09375', 'False']",False,False,194,3,True,False,False
429,"Q: Bailey moved the goalposts so they could make a field goal from farther. What will Bailey want to do next? 
  choice: Ease into a harder task
  choice: Practice baseball
  choice: Practice football
A:","['Ease into a harder task', 'Practice football', 'Practice baseball']",Practice football,"['-2.347936324775219', '0.0']","['-1.9453125', 'False']",False,False,203,3,True,False,False
430,"Q: Kai was not happy with how things were going, and Cameron took Kai's complaint seriously. How would Cameron feel afterwards? 
  choice: Indifferent
  choice: Like a good friend
  choice: Trustworthy
A:","['Trustworthy', 'Indifferent', 'Like a good friend']",Like a good friend,"['-7.483195453882217', '0.0']","['-3.640625', 'False']",False,False,204,3,True,False,False
431,"Q: Robin put their hand on Addison's wrist so Addison could not escape the situation. What will happen to Robin? 
  choice: Be stronger than Addison
  choice: Lost grip on Addison
  choice: Start to panic and worry
A:","['Start to panic and worry', 'Lost grip on Addison', 'Be stronger than Addison']",Be stronger than Addison,"['-4.8565255999565125', '0.0']","['-3.421875', 'False']",False,False,217,3,True,False,False
432,"Q: Remy paid her taxes and her friend asked her why she did that. Why did Remy do this? 
  choice: Do what she was told
  choice: Explain to her friend how tax laws work
  choice: Offer to do her friend's taxes
A:","[""Offer to do her friend's taxes"", 'Explain to her friend how tax laws work', 'Do what she was told']",Explain to her friend how tax laws work,"['-6.07758504152298', '0.0']","['-3.125', 'False']",False,False,213,3,True,False,False
433,"Q: Lee came up with an idea to solve the issue of dehydration worldwide. How would you describe Lee? 
  choice: Brave
  choice: Greedy
  choice: They saved the world
A:","['Greedy', 'They saved the world', 'Brave']",They saved the world,"['-8.96631145477295', '0.0']","['-3.75', 'False']",False,False,168,3,True,False,False
434,"Q: Bailey forgot to bring the present to a birthday party. What will Others want to do next? 
  choice: Go home to get the present
  choice: Others told her it's not a problem
  choice: Others told her to order pizza
A:","['Others told her to order pizza', ""Others told her it's not a problem"", 'Go home to get the present']",Others told her it's not a problem,"['-6.990929216146469', '0.0']","['-3.1875', 'False']",False,False,219,3,True,False,False
435,"Q: kai was an outrageous fool so he stole carson's tools. How would Carson feel as a result? 
  choice: As angry
  choice: As calm
  choice: Out of control
A:","['As calm', 'Out of control', 'As angry']",As angry,"['-6.468017578125', '0.0']","['-3.3125', 'False']",False,False,158,3,True,False,False
436,"Q: Teaching the anatomy class, Lee touched a nerve to demonstrate. What will Others want to do next? 
  choice: Discuss the nervous system
  choice: Get distracted
  choice: Take notes
A:","['Discuss the nervous system', 'Take notes', 'Get distracted']",Take notes,"['-1.373539000749588', '0.0']","['-1.421875', 'True']",False,False,187,3,True,False,False
437,"Q: Kendall increased to Skylar's rate and felt that Skylar was too expensive and wanted to charge less themselves. What will Skylar want to do next? 
  choice: Berate skylar
  choice: Convince Kendall to stay at their rate
  choice: Find somewhere else
A:","['Convince Kendall to stay at their rate', 'Berate skylar', 'Find somewhere else']",Convince Kendall to stay at their rate,"['-4.704711884260178', '0.0']","['-2.625', 'False']",False,False,255,3,True,False,False
438,"Q: Riley turned the stove off every time she finish cooking. How would you describe Riley? 
  choice: Forehanded
  choice: Forgetful
  choice: Lazy
A:","['Forgetful', 'Lazy', 'Forehanded']",Forehanded,"['-9.184968411922455', '0.0']","['-2.15625', 'False']",False,False,150,3,True,False,False
439,"Q: Tracy wore Sydney's jacket to school because it was very cold outside that day. How would Tracy feel afterwards? 
  choice: Loved
  choice: Passive
  choice: Unprepared
A:","['Unprepared', 'Passive', 'Loved']",Unprepared,"['-4.649383991956711', '0.0']","['-2.234375', 'False']",False,False,174,3,True,False,False
440,"Q: Skylar has been working every day at getting her blackbelt and finally joined Sasha as having one. How would Sasha feel as a result? 
  choice: Glad Skylar got a blackbelt
  choice: Glad Skylar got a green belt
  choice: Happy she finally earned her blackbelt
A:","['Happy she finally earned her blackbelt', 'Glad Skylar got a blackbelt', 'Glad Skylar got a green belt']",Glad Skylar got a blackbelt,"['-3.2433478832244873', '0.0']","['-4.53125', 'False']",False,False,265,3,True,False,False
441,"Q: Jordan brought a bag of food for their school lunch period today. Why did Jordan do this? 
  choice: Eat food
  choice: Fulfill hunger
  choice: Go to lunch period
A:","['Fulfill hunger', 'Go to lunch period', 'Eat food']",Fulfill hunger,"['-2.8949250876903534', '0.0']","['-2.28125', 'False']",False,False,169,3,True,False,False
442,"Q: Alex was Sydney's coworker. Sydney was lazy and gave Alex a command. How would Sydney feel as a result? 
  choice: A good co-worker
  choice: Annoyed with her
  choice: Happy to oblige
A:","['Happy to oblige', 'A good co-worker', 'Annoyed with her']",Annoyed with her,"['-10.53538453578949', '0.0']","['-3.25', 'False']",False,False,190,3,True,False,False
443,"Q: Casey went on Jesse's way and then told them that they love them very much. What does Casey need to do before this? 
  choice: Jessey who has told love casey
  choice: Need to do nothing
  choice: Tell them the truth
A:","['Need to do nothing', 'Tell them the truth', 'Jessey who has told love casey']",Tell them the truth,"['-6.382598519325256', '0.0']","['-3.5', 'False']",False,False,222,3,True,False,False
444,"Q: Taylor attended their father's concert and was very proud of him. How would Others feel as a result? 
  choice: They were a bad kind
  choice: They were supportive
  choice: Would be excited to say that's her dad
A:","['They were a bad kind', ""Would be excited to say that's her dad"", 'They were supportive']",They were supportive,"['-4.47151306271553', '0.0']","['-2.609375', 'False']",False,False,218,3,True,False,False
445,"Q: Ash decided to meal prep on Sunday to save time. So, Ash had sandwiches to eat every day of the week. What will Ash want to do next? 
  choice: Make sandwiches
  choice: Pack their sandwiches
  choice: Relax
A:","['Make sandwiches', 'Pack their sandwiches', 'Relax']",Relax,"['-1.2898136973381042', '0.0']","['-2.203125', 'False']",False,False,213,3,True,False,False
446,"Q: Addison was playing a game of poker and noticed Austin standing in the background watching on but too shy to ask to play. How would you describe Addison? 
  choice: Caught out
  choice: Embarrassed
  choice: Kind
A:","['Caught out', 'Embarrassed', 'Kind']",Embarrassed,"['-2.1001855358481407', '0.0']","['-1.578125', 'False']",False,False,218,3,True,False,False
