doc_id,premise,hypothesis,true_label,llada_prediction,llama_prediction,llada_correct,llama_correct,llada_margin,llama_margin,llada_confidence,llama_confidence,premise_length,hypothesis_length,agreement,llada_advantage,llama_advantage
2522,you know it's it's not easy to do but,You know it's very easy.,contradiction,contradiction,entailment,True,False,0.25,-1.0703125,0.25,1.0703125,37,24,False,True,False
2524,How to Watch Washington Week in Review : Back to front.,"The only way to watch Washington Week in Review is from the start to the end, as anything else would be viewed. ",contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,55,112,False,True,False
2526,"On the northern slopes of this rocky outcropping is the site of the ancient capital of the island, also called Thira, which dates from the third century b.c. (when the Aegean was under Ptolemaic rule).","Is the site of the ancient asteroid impact, also called Thira.",contradiction,contradiction,entailment,True,False,0.625,0.0,0.625,0.0,201,62,False,True,False
2532,She had the pathetic aggression of a wife or mother--to Bunt there was no difference.,Bunt was raised motherless in an orphanage.,contradiction,contradiction,entailment,True,False,0.25,-0.50390625,0.25,0.50390625,85,43,False,True,False
2550,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",contradiction,contradiction,entailment,True,False,0.375,-0.25390625,0.375,0.25390625,83,75,False,True,False
2577,and uh we went through a time period that we had three Danes,We never had Danes for a certain amount of time.,contradiction,contradiction,entailment,True,False,0.25,-0.375,0.25,0.375,60,48,False,True,False
2588,uh-huh uh-huh uh-huh yeah well that's really neat,That's awful.,contradiction,contradiction,entailment,True,False,0.7578125,-0.9296875,0.7578125,0.9296875,49,13,False,True,False
2590,Vrenna looked it and smiled.,Vrenna was angry that she couldn't find what she was looking for,contradiction,contradiction,entailment,True,False,0.5,-0.12890625,0.5,0.12890625,28,64,False,True,False
2592,"On the west side of the square is Old King's House (built in 1762), which was the official residence of the British governor; it was here that the proclamation of emancipation was issued in 1838.",The East side of the square is where the Old King's House stands.,contradiction,contradiction,entailment,True,False,1.4375,-0.24609375,1.4375,0.24609375,195,65,False,True,False
2602,so i how do you feel that it should be applied,I do not care about your feeling just apply it whichever way to finish it already.,contradiction,contradiction,entailment,True,False,0.5,-0.0625,0.5,0.0625,46,82,False,True,False
2612,"It was like looking into a mirror, except infinitely more realistic.",It was like looking into the toilet. ,contradiction,contradiction,entailment,True,False,0.375,-0.625,0.375,0.625,68,37,False,True,False
2616,"Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality?",Thompson and Giuliana are exploiting the research.,contradiction,contradiction,entailment,True,False,0.4375,-0.74609375,0.4375,0.74609375,202,50,False,True,False
2617,IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save., IDAs are special in that low-income savers receive differing funds from federal and state governments.,contradiction,contradiction,entailment,True,False,0.25,-0.12109375,0.25,0.12109375,165,103,False,True,False
2631,"Once or twice, but they seem more show than battle, said Adrin.",Adrin said they were amazing warriors.,contradiction,contradiction,entailment,True,False,0.125,-0.9375,0.125,0.9375,63,38,False,True,False
2632,"Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","The bulk of footfall in Universal City's retail areas belongs to locals, who are well looked-after by the farmer's markets, hairdressers, and other services there.",contradiction,contradiction,entailment,True,False,1.25,0.0,1.25,0.0,224,163,False,True,False
2647,Benchmarked by U.S.,Canada benchmarked it.,contradiction,contradiction,entailment,True,False,0.3671875,-0.125,0.3671875,0.125,19,22,False,True,False
2656,yes it is kind it is family and it's fun it's a fun thing and kids enjoy that and,"It is for the whole family, and the kids hate it.",contradiction,contradiction,entailment,True,False,1.25,0.0,1.25,0.0,81,49,False,True,False
2661,"Auditors from another country engaged to conduct audits in their country should meet the professional qualifications to practice under that country's laws and regulations or other acceptable standards, such as those issued by the International Organization of Supreme Audit Institutions.",All auditors report to a globally managed governing body.,contradiction,contradiction,entailment,True,False,0.75,0.0,0.75,0.0,287,57,False,True,False
2670,"But in fact Haveman and Wolfe's statistical analysis is designed to rule out this and similar alternative theories, leaving us to conclude that the moves themselves are harmful.",We think these moves are benevolent.,contradiction,contradiction,entailment,True,False,0.4375,-0.25,0.4375,0.25,177,36,False,True,False
2672,Jon's defense began to weaken and slow.,Jon felt stronger and more defensive than ever. ,contradiction,contradiction,entailment,True,False,0.125,-0.125,0.125,0.125,39,48,False,True,False
2674,Interesting Conflict Over Conflict of Interest,Conflicts of interest do not arise.,contradiction,contradiction,neutral,True,False,1.8125,0.0,1.8125,0.0,46,35,False,True,False
2685,", First-Class Mail used by households to pay their bills) and the household bill mail (i.e.",Second-Class Mail used by households to pay their bills,contradiction,contradiction,entailment,True,False,1.0,-0.125,1.0,0.125,91,55,False,True,False
2693,"Although a mile long, its name is misleading because it is not one street but several different streets.",It is seven miles long.,contradiction,contradiction,entailment,True,False,0.7421875,-0.125,0.7421875,0.125,104,23,False,True,False
2694,well uh what do you think about taxes do you think we're paying too much,We pay just the right amount of taxes.,contradiction,contradiction,entailment,True,False,0.375,-0.25,0.375,0.25,72,38,False,True,False
2707,The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.,Political cleansing did not happen.,entailment,entailment,contradiction,True,False,0.25,-0.25,0.25,0.25,123,35,False,True,False
2708,uh-huh yeah yeah they're good,Everyone thinks they're bad.,contradiction,contradiction,entailment,True,False,0.5,-0.4375,0.5,0.4375,29,28,False,True,False
2716,you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal,We have no money on there at all,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,116,32,False,True,False
2720,it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you,It will definitely last for at least seven years.,contradiction,contradiction,neutral,True,False,0.625,-0.25,0.625,0.25,119,49,False,True,False
2729,Do you think I should be concerned?,Do you think I should be confident?,contradiction,contradiction,neutral,True,False,0.125,-0.8046875,0.125,0.8046875,35,35,False,True,False
2744,Detroit Pistons they're not as good as they were last year,Detroit Pistons played better last year,entailment,entailment,contradiction,True,False,0.625,-0.62890625,0.625,0.62890625,58,39,False,True,False
2746,some of the professors i think imitate Big Bird,None of the professors attempt to be like Big Bird in my view.,contradiction,contradiction,entailment,True,False,0.8125,0.0,0.8125,0.0,47,62,False,True,False
2750,"Changes in technology and its application to electronic commerce and expanding Internet applications will change the specific control activities that may be employed and how they are implemented, but the basic requirements of control will not have changed.",Basic requirements of control will change.,contradiction,contradiction,neutral,True,False,0.25,-0.125,0.25,0.125,256,42,False,True,False
2758,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials need to identify the components that failed them.,contradiction,contradiction,entailment,True,False,0.4375,-0.7578125,0.4375,0.7578125,232,66,False,True,False
2765,"Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and, therefore, lack of precision, which could make enforcement of reporting standards difficult.",Being totally supportive of a more comprehensive business model is not something regulators may do.,entailment,entailment,contradiction,True,False,0.5,-0.625,0.5,0.625,261,99,False,True,False
2770,(Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein.),Try not to imagine the difference between smoking a cigarette and injecting pure nicotine.,contradiction,contradiction,entailment,True,False,0.625,-0.625,0.625,0.625,102,90,False,True,False
2782,then there's that uh let's see i like the Lakers Milwaukee Atlanta Hawks i like them too,I like the Chicago Bulls and the Warriors.,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,88,42,False,True,False
2793,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",contradiction,contradiction,entailment,True,False,0.125,-0.2421875,0.125,0.2421875,702,110,False,True,False
2794,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,My step father just got fired from the Ford dealership.,contradiction,contradiction,entailment,True,False,0.75,-0.375,0.75,0.375,157,55,False,True,False
2796,um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever,"If something is far from your house does it matter to you, is location important to you?",entailment,entailment,neutral,True,False,1.2421875,-0.2421875,1.2421875,0.2421875,127,88,False,True,False
2798,"Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.",Arafat stood back and watched Hamas attack Tel Aviv and Jerusalem.,contradiction,contradiction,entailment,True,False,0.25,-0.87109375,0.25,0.87109375,208,66,False,True,False
2799,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Allow time in Thirasia to visit the famous Guy Fieri restaurant.,contradiction,contradiction,entailment,True,False,0.5,0.0,0.5,0.0,70,64,False,True,False
2800,Blue says Blumenthal claimed Clinton had told him that Lewinsky had made unwanted sexual advances.,Clinton allegedly told Blumenthal that Lewinsky made unwanted sexual advances towards him. ,entailment,entailment,contradiction,True,False,0.25,-0.375,0.25,0.375,98,91,False,True,False
2809,and they're illegal so i don't think it would do us any good to outlaw them all together,Outlawing guns like that probably wouldn't do any good.,entailment,entailment,contradiction,True,False,0.625,-0.125,0.625,0.125,88,55,False,True,False
2813,we wouldn't be expected to cast a ballet on the subject,There is no expectation for us to vote on the matter.,entailment,entailment,contradiction,True,False,0.0,-0.375,0.0,0.375,55,53,False,True,False
2823,"Also, other sorbent-based approaches in development may prove in time to be preferable to ACI, making the use of ACI only a conservative assumption.",Hydrogen-based approaches in development may be preferable to ACl.,contradiction,contradiction,entailment,True,False,0.9375,-0.125,0.9375,0.125,148,66,False,True,False
2824,"In the original, Reich is set up by his host and then ambushed by a hostile questioner named John, and when he tries to answer with an eloquent Mr. Smith speech (My fist is clenched.","In the original, Reich is in control of the whole situation.",contradiction,contradiction,entailment,True,False,0.4375,-0.125,0.4375,0.125,182,60,False,True,False
2830,"Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city.",The pub was named after a British Prime Minister.,contradiction,contradiction,entailment,True,False,0.4375,0.0,0.4375,0.0,98,49,False,True,False
2837,oh that's not really important the the other stuff is just you know window dressing because we we've never ordered anything fact the the van that we've got we bought uh from an estate it was an estate trade uh it was almost brand new the the gentlemen who owned it had died,We ordered our van and bought it from a used car dealer.,contradiction,contradiction,entailment,True,False,0.75,-0.125,0.75,0.125,273,56,False,True,False
2839,It hopes to bring on another 25 or 35 people when the new building opens next fall.,They are set to demolish the building in the fall. ,contradiction,contradiction,entailment,True,False,0.6875,-0.5,0.6875,0.5,83,51,False,True,False
2849,"Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...",Emotional habits and dreams are always derived from candy and popcorn.,contradiction,contradiction,entailment,True,False,1.0625,-0.375,1.0625,0.375,169,70,False,True,False
2853,Bolts of blue and tips of steal.,The bolts were green.,contradiction,contradiction,entailment,True,False,0.125,-0.125,0.125,0.125,32,21,False,True,False
2861,The interim rule was reviewed by INS and EOIR under Executive Order,The interim rule did not pass through any review.,contradiction,contradiction,neutral,True,False,1.0,-0.125,1.0,0.125,67,49,False,True,False
2867,and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you'd better get out of the the tent they're they're liable to come down several of the others had already come down blown down they hadn't blown away but they had flattened,No one warned me about the tents being flattened.,contradiction,contradiction,entailment,True,False,0.3828125,-0.125,0.3828125,0.125,251,49,False,True,False
2883,they'll they'll say yeah why didn't you buy why didn't you try something more mainline,They will scoff at you for doing something so mainline.,contradiction,contradiction,entailment,True,False,0.125,-0.5,0.125,0.5,86,55,False,True,False
2890,"It is perfectly feasible to spend a fortnight in Eilat, exploring the Red Sea, lying on the beaches, journeying into the Negev Desert and never see a religious building or an archaeological site.",There are no available activities for exploration while staying in Eliat.,contradiction,contradiction,neutral,True,False,1.5,-0.125,1.5,0.125,195,73,False,True,False
2916,"Almost directly overhead, there was a rent place where the strange absence of color or feature indicated a hole in the dome over them.",They were not inside of a dome.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,134,31,False,True,False
2918,Tuppence seized the bell and Jane the knocker.,Tuppence and Jane did not go up to the door.,contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,46,44,False,True,False
2925,"As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.",EPA could ensure it was directing its efforts toward the environmental problem.,contradiction,contradiction,neutral,True,False,0.625,0.0,0.625,0.0,229,79,False,True,False
2927,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae had terrible public-relations.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,94,41,False,True,False
2933,and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",entailment,entailment,contradiction,True,False,0.5,-0.25,0.5,0.25,88,72,False,True,False
2946,oh well yeah that's all i have to say thank you,Good riddance is all I have to say.,contradiction,contradiction,entailment,True,False,0.25,-0.875,0.25,0.875,47,35,False,True,False
2952,so i don't completely agree with that either,I'm also not entirely in agreement with that either.,entailment,entailment,neutral,True,False,1.375,-0.4453125,1.375,0.4453125,44,52,False,True,False
2964,uh plastic is just too easy i mean that's the that's the whole problem with it um have,Plastic is really hard for me to use.,contradiction,contradiction,entailment,True,False,0.375,-0.75,0.375,0.75,86,37,False,True,False
2969,"Mortifyingly enough, it is all  the difficulty, the laziness, the pathetic formlessness in youth, the round peg in the square hole, the whatever do you want?",Youth are known to be go-getters.,contradiction,contradiction,entailment,True,False,0.75,-0.5546875,0.75,0.5546875,157,33,False,True,False
2971,well Jerry do you have a favorite team,"Jerry, do you support any team?",entailment,entailment,neutral,True,False,0.625,-0.1796875,0.625,0.1796875,38,31,False,True,False
2972,Catch up on the Indian avant-garde and the bohemian people of Caletta at the Academy of Fine Arts on the southeast corner of the Maidan.,The Academy of Fine Arts is located in Northern Maidan.,contradiction,contradiction,entailment,True,False,0.375,-0.375,0.375,0.375,136,55,False,True,False
2976,"Wagonheim said the program not only will benefit the needy, but also will help improve the public image of lawyers.",The program isn't going to improve lawyers' public image.,contradiction,contradiction,neutral,True,False,0.25,0.0,0.25,0.0,115,57,False,True,False
2978,Can you point me to housewares?,"Please point me in the direction of the pet supplies, I asked.",contradiction,contradiction,entailment,True,False,0.125,-1.0,0.125,1.0,31,62,False,True,False
2980,Three more days went by in dreary inaction.,The next three days were packed with action.,contradiction,contradiction,entailment,True,False,0.25,-0.24609375,0.25,0.24609375,43,44,False,True,False
2982,well Dana it's been really interesting and i appreciate talking with you,"Dana, this conversation bored me.",contradiction,contradiction,neutral,True,False,0.375,-0.5,0.375,0.5,72,33,False,True,False
2993,"He was a pilot, not a platoon leader.",He was a decorated platoon leader with many years of command experience.,contradiction,contradiction,entailment,True,False,0.25,0.0,0.25,0.0,37,72,False,True,False
2994,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We've never had a visit from someone from the government.,contradiction,contradiction,entailment,True,False,1.2421875,-0.5078125,1.2421875,0.5078125,241,57,False,True,False
2996,The way we try to approach it is to identify every legal problem that a client has.,We try to focus on the first legal problem in front of us.,contradiction,contradiction,entailment,True,False,1.125,-0.24609375,1.125,0.24609375,83,58,False,True,False
3003,Agency officials stated that copies of both the initial and the final analysis were submitted to the Chief Counsel for Advocacy at the Small Business Administration as required by section 605(b)., Agency officials stated that they submitted titles of their favorite children's books.,contradiction,contradiction,entailment,True,False,1.3125,-0.62109375,1.3125,0.62109375,195,87,False,True,False
3004,"Krugman's column will henceforth be known as The Dismal Science, a phrase too famous to be ownable by anyone, except possibly British essayist Thomas Carlyle (1795-1881), who coined it.",Krugman writes novels.,contradiction,contradiction,entailment,True,False,0.5,-0.37890625,0.5,0.37890625,185,22,False,True,False
3007,The Leland Act  (1) simplify the household definition,A household is a concept that cannot be defined.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,53,48,False,True,False
3009,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,contradiction,contradiction,entailment,True,False,0.25,-0.3125,0.25,0.3125,189,47,False,True,False
3018,was it bad,Was it great?,contradiction,contradiction,entailment,True,False,0.5,-0.7578125,0.5,0.7578125,10,13,False,True,False
3023,"Sure enough, there was the chest, a fine old piece, all studded with brass nails, and full to overflowing with every imaginable type of garment. ",There was nothing in the large chest.,contradiction,contradiction,entailment,True,False,0.25,-0.25,0.25,0.25,145,37,False,True,False
3027,uh well no i just know i know several single mothers who absolutely can't afford it they have to go with the a single uh what i mean a babysitter more more or less,Most of the single mothers I know would easily be able to afford it.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,163,68,False,True,False
3032,"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,contradiction,contradiction,entailment,True,False,0.4921875,0.0,0.4921875,0.0,61,25,False,True,False
3039,it takes so much i mean it's like of course it does i mean by the times it transforms into Wave by mark off model and you put it in there and you want to correct those and then you know you're trying to make the the Wave smooth so you can approximately of course it's going to take a lot,It does not take anything.,contradiction,contradiction,entailment,True,False,1.8125,-0.25,1.8125,0.25,287,26,False,True,False
3046,"I can FEEL him.""",I can't feel any connection to him.,contradiction,contradiction,entailment,True,False,0.625,-0.125,0.625,0.125,16,35,False,True,False
3060,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I drink and smoke.,contradiction,contradiction,entailment,True,False,0.375,-0.5703125,0.375,0.5703125,167,18,False,True,False
3061,She had the pathetic aggression of a wife or mother--to Bunt there was no difference.,She had the loving attitude of a wife or mother.,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,85,48,False,True,False
3064,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",contradiction,contradiction,neutral,True,False,0.25,-0.1875,0.25,0.1875,109,59,False,True,False
3067,"The policy succeeded, and I was fortunate to have had the opportunity to make that contribution to my people.",The policy failed and I am glad to have not helped my people.,contradiction,contradiction,neutral,True,False,1.1171875,-0.5,1.1171875,0.5,109,61,False,True,False
3073,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I have no clue what a wheat penny is supposed to be.,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,198,52,False,True,False
3074,Lifetime Extension of SCR De-NOx Catalysts Using SCR-Tech's High Efficiency Ultrasonic Regeneration Process,There is a 10 year extension of SCR De-NOx catalysts.,contradiction,contradiction,entailment,True,False,0.5,-0.74609375,0.5,0.74609375,107,53,False,True,False
3078,Because the paper did not say that.,The paper did not explain that.,entailment,entailment,neutral,True,False,0.4375,-0.375,0.4375,0.375,35,31,False,True,False
3080,"You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty.",The reward for actually breaking stories is empty.,entailment,entailment,contradiction,True,False,0.5,-0.125,0.5,0.125,116,50,False,True,False
3087,"Penrith and Blencathra are also Celtic names, established during this early period of settlement.",Penrith and Blencathra are names which go back to ancient Rome.,contradiction,contradiction,entailment,True,False,0.625,-0.125,0.625,0.125,97,63,False,True,False
3096,"Critics call the subject of the film inherently intriguing but complain that it has been marred by the Burnsian sensibility, ...",Critics never got a chance to see the film.,contradiction,contradiction,entailment,True,False,0.5,-0.25,0.5,0.25,128,43,False,True,False
3102,a good team but they're an underdog that's why i like them is the Philadelphia Eagles,The Philadelphia Eagles are the most well known team.,contradiction,contradiction,entailment,True,False,0.7421875,-0.37890625,0.7421875,0.37890625,85,53,False,True,False
3113,"It sounds perfect, said Jon.",Jon hated the idea.,contradiction,contradiction,entailment,True,False,0.3125,-0.9453125,0.3125,0.9453125,28,19,False,True,False
3115,Time reports that Harrer denies having known she was.),Harrer was will aware that she was.,contradiction,contradiction,entailment,True,False,0.125,-0.25,0.125,0.25,54,35,False,True,False
3116,The final rule contains a Federalism Assessment under Executive Order,The final rule had a federalism assessment that was added through a special election.,contradiction,contradiction,entailment,True,False,0.375,-0.125,0.375,0.125,69,85,False,True,False
3121,The crucial part of that world is the home where parents relate to children.,Whether parents relate to children is irrelevant to that world.,contradiction,contradiction,entailment,True,False,0.6875,0.0,0.6875,0.0,76,63,False,True,False
3123,"I went on, 'I'm going to warn you, whether you like it or not. ",I won't warm you since you don't want me to. ,contradiction,contradiction,entailment,True,False,0.25,-0.0625,0.25,0.0625,63,45,False,True,False
3128,of course you got to charge it and keep your cash,You need to give away all of your cash.,contradiction,contradiction,entailment,True,False,0.625,-0.25,0.625,0.25,49,39,False,True,False
3130,and i need to be better because uh uh we just bought it my wife and i just bought a new car and uh you know we want to take real good care of it so uh,I don't need it to be all that good.,contradiction,contradiction,entailment,True,False,1.0078125,0.0,1.0078125,0.0,150,36,False,True,False
3139,"Have her show it,"" said Thorn.",Thorn told her to hide it.,contradiction,contradiction,entailment,True,False,0.25,-0.24609375,0.25,0.24609375,30,26,False,True,False
3142,that doesn't seem fair does it,There's no doubt that it's fair. ,contradiction,contradiction,entailment,True,False,0.25,-0.75390625,0.25,0.75390625,30,33,False,True,False
3152,"Despite protests by preservationists, there was little alternative.",There were various alternatives and one that was appeasing to everyone was implemented.,contradiction,contradiction,entailment,True,False,0.625,-0.125,0.625,0.125,67,87,False,True,False
3154,NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as,It all happened after the enactment of this section as,contradiction,contradiction,entailment,True,False,0.25,-0.375,0.25,0.375,164,54,False,True,False
3160,"Territorial rights, in the form of a deck chair, can be assured for a nominal sum.",You have no territorial rights with a deck chair.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,82,49,False,True,False
3179,"Under the default method, eighty percent of the total amount of sulfur dioxide allowances available for allocation each year will be allocated to Acid Rain Program units with coal as their primary or secondary fuel or residual oil as their primary fuel, listed in the Administrator's Emissions Scorecard 2000, Appendix B (2000 Data for SO2, NOx, CO2, Heat Input, and Other Parameters), Table B1 (All 2000 Data for All Units).",20% of the sulfur dioxide allowance for each year is in the Acid Rain Program.,contradiction,contradiction,entailment,True,False,0.7421875,-0.25,0.7421875,0.25,425,78,False,True,False
3190,The analysis presented here is an attempt to address the second argument.,Nobody has attempted to address the second argument in any paper.,contradiction,contradiction,entailment,True,False,0.5625,-0.5,0.5625,0.5,73,65,False,True,False
3209,well UNLV they say UNLV may be the greatest amateur team ever,UNLV is terrible.,contradiction,contradiction,entailment,True,False,0.5,0.0,0.5,0.0,61,17,False,True,False
3225,He knew how the Simulacra was supposed to develop.,He didn't know about Sims.,contradiction,contradiction,entailment,True,False,0.5625,-0.5,0.5625,0.5,50,26,False,True,False
3230,well camping is one thing that i i could never get used to uh i i used to take the kids to go fishing and things like that but i never went uh never went camping,Camping is great and I ended up being very good at it and could do all the normal skills associated with camping.,contradiction,contradiction,entailment,True,False,1.125,-0.875,1.125,0.875,161,113,False,True,False
3238,yeah pay fifteen yeah yes i know yeah and when you pay fifteen dollars a month it sure takes a long time,"When you pay $100 a month, it take a long time.",contradiction,contradiction,entailment,True,False,0.375,-0.125,0.375,0.125,104,47,False,True,False
3242,I've always jumped on sentiment and here I am being more sentimental than anybody.,"I've always been soft at heart, but now I'm being more pessimistic than ever in my life.",contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,82,88,False,True,False
3248,"Nothing prior to May 7, 1915.",Nothing before January 1915.,contradiction,contradiction,entailment,True,False,0.5,-0.125,0.5,0.125,29,28,False,True,False
3259,"And it needs work too, you know, in case I have to jump out with this parachute from my lil' blue sports plane for real.'",It needs to work Incase he needs to jump out of a small window.,contradiction,contradiction,entailment,True,False,0.359375,-0.49609375,0.359375,0.49609375,121,63,False,True,False
3264,"Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.",The Legal Assistance Center will keep offering its services from its current location.,contradiction,contradiction,entailment,True,False,0.25,-0.375,0.25,0.375,151,86,False,True,False
3278,"The center had become a hodgepodge of unconnected programs--a day-care center, a library, a nonviolence training school.",The center was lacking a library.,contradiction,contradiction,entailment,True,False,0.5,-0.24609375,0.5,0.24609375,120,33,False,True,False
3291,"I see, said Tuppence thoughtfully.","""I can't comprehend it,"" said Tuppence fitfully.",contradiction,contradiction,entailment,True,False,0.375,-0.5,0.375,0.5,34,48,False,True,False
3302,These rules implement section 106 of the Federal Crop Insurance Reform Act of 1994.,The Federal Crop Insurance Reform Act was passed in 2001.,contradiction,contradiction,entailment,True,False,0.8671875,-0.50390625,0.8671875,0.50390625,83,57,False,True,False
3307,We've got to think.,We don't need to think.,contradiction,contradiction,entailment,True,False,0.625,-0.125,0.625,0.125,19,23,False,True,False
3308,"Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.",It was not possible to be an emperor unless you were at least 18. ,contradiction,contradiction,entailment,True,False,0.25,0.0,0.25,0.0,88,66,False,True,False
3312,"We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said. ",She felt like holistic lawyering overcomplicates the shopping process.,contradiction,contradiction,entailment,True,False,1.0625,0.0,1.0625,0.0,98,70,False,True,False
3314,'These are human lives.,These are animal lives ,contradiction,contradiction,entailment,True,False,1.0,-0.375,1.0,0.375,23,23,False,True,False
3343,well um i uh exercise regularly i work at a university and i swim almost everyday,I am a lazy unfit person.,contradiction,contradiction,entailment,True,False,0.5078125,-0.25,0.5078125,0.25,81,25,False,True,False
3344,yeah well losing is i mean i'm i'm originally from Saint Louis and Saint Louis Cardinals when they were there were uh a mostly a losing team but,The St. Louis Cardinals have always won.,contradiction,contradiction,entailment,True,False,1.37109375,-0.125,1.37109375,0.125,144,40,False,True,False
3346,Fixing current levels of damage would be impossible.,The damage will be fixed next week.,contradiction,contradiction,entailment,True,False,0.5,0.0,0.5,0.0,52,35,False,True,False
3353,farmworkers conducted by the U.S.,"Trying to find out how to fuel the rocket, the US employed the brightest farmworkers in the field.",contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,33,98,False,True,False
3362,because otherwise it's too it gets if you start them when it's cooler in the spring then it gets too hot in the summer,It will get too hot in the summer if you start them in the spring.,entailment,entailment,contradiction,True,False,1.265625,-0.25,1.265625,0.25,118,66,False,True,False
3363,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,77,46,False,True,False
3364,"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ","So it was hidden in another country, impossible for us to locate?",contradiction,contradiction,entailment,True,False,0.6328125,-0.375,0.6328125,0.375,106,65,False,True,False
3367,oh i enjoyed it i mean it was just more for my money,I didn't like it and it was too expensive.,contradiction,contradiction,entailment,True,False,1.4921875,-0.25,1.4921875,0.25,52,42,False,True,False
3369,probably yeah i would imagine the judge could throw it out,I cannot believe the judge threw the book at them so fast.,contradiction,contradiction,entailment,True,False,0.25,-0.9921875,0.25,0.9921875,58,58,False,True,False
3374,"And put like that, she added confidentially to Tommy, ""nobody could boggle at the expense!"" Nobody did, which was the great thing.",People boggled at the expense.,contradiction,contradiction,entailment,True,False,0.2421875,-0.625,0.2421875,0.625,130,30,False,True,False
