doc_id,question,choices,correct_answer,llada_prediction,llama_prediction,llada_correct,llama_correct,llada_margin,llama_margin,llada_confidence,llama_confidence,question_length,num_choices,agreement,llada_advantage,llama_advantage
351,"Q: Skylar had tooth pain and found out they needed a root canal. How would you describe Skylar? 
  choice: Getting fixed
  choice: Getting new teeth
  choice: In pain
A:","['Getting fixed', 'Getting new teeth', 'In pain']",In pain,In pain,Getting fixed,True,False,3.3567420840263367,-1.83984375,3.3567420840263367,1.83984375,169,3,False,True,False
352,"Q: skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. What will Others want to do next? 
  choice: Get nothing
  choice: Get something
  choice: Needed to have friends
A:","['Get something', 'Needed to have friends', 'Get nothing']",Get nothing,Get something,Get something,False,False,-1.1861839294433594,-0.7421875,1.1861839294433594,0.7421875,224,3,True,False,False
353,"Q: Riley began to hurt inside. How would Riley feel afterwards? 
  choice: Happy
  choice: Painful
  choice: Someone who needs help
A:","['Happy', 'Someone who needs help', 'Painful']",Someone who needs help,Painful,Happy,False,False,-9.513422086834908,-1.734375,9.513422086834908,1.734375,134,3,True,False,False
354,"Q: Tracy gave video games to my friend when they were done with them. How would Tracy feel as a result? 
  choice: A fan of video games
  choice: They were a good friend
  choice: They were unhelpful
A:","['They were a good friend', 'A fan of video games', 'They were unhelpful']",They were a good friend,They were a good friend,They were a good friend,True,True,5.928471428342164,0.7265625,5.928471428342164,0.7265625,202,3,True,False,False
355,"Q: Riley played a role in the revolution because he gaved the army weapons and suppliles. What does Riley need to do before this? 
  choice: Gather intel on the enemy so that theres accurate info
  choice: Need to gather weeapons so that the revolution has a chance to survive
  choice: Proud
A:","['Need to gather weeapons so that the revolution has a chance to survive', 'Gather intel on the enemy so that theres accurate info', 'Proud']",Need to gather weeapons so that the revolution has a chance to survive,Need to gather weeapons so that the revolution has a chance to survive,Proud,True,False,0.28780134906992316,-2.53125,0.28780134906992316,2.53125,295,3,False,True,False
356,"Q: Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. What does Cameron need to do before this? 
  choice: Needed to find a dentist
  choice: Needed to hurt his tooth
  choice: See the dentist
A:","['Needed to find a dentist', 'Needed to hurt his tooth', 'See the dentist']",Needed to find a dentist,Needed to find a dentist,See the dentist,True,False,1.5394155904650688,-0.546875,1.5394155904650688,0.546875,225,3,False,True,False
357,"Q: Sasha improved Jordan's status when they were seen together. How would Sasha feel afterwards? 
  choice: Accomplished
  choice: Better
  choice: Frustrated
A:","['Frustrated', 'Better', 'Accomplished']",Accomplished,Accomplished,Accomplished,True,True,6.401655979454517,0.703125,6.401655979454517,0.703125,161,3,True,False,False
358,"Q: Remy joined a band who needed a talented drummer. What will rest of the band want to do next? 
  choice: Assign him the role of manager
  choice: Pursue a music career
  choice: Write songs
A:","['Assign him the role of manager', 'Write songs', 'Pursue a music career']",Write songs,Assign him the role of manager,Assign him the role of manager,False,False,-2.0985842868685722,-0.875,2.0985842868685722,0.875,195,3,True,False,False
359,"Q: Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. How would Riley feel as a result? 
  choice: A close friend
  choice: Like Skylar does not like them
  choice: Straight edge
A:","['Straight edge', 'Like Skylar does not like them', 'A close friend']",Like Skylar does not like them,Like Skylar does not like them,A close friend,True,False,5.459267050027847,-3.53125,5.459267050027847,3.53125,214,3,False,True,False
360,"Q: Taylor based it on their experience of being kidnapped and held for ransom. How would Taylor feel afterwards? 
  choice: Angry to have to talk about it
  choice: Compassionate about the subject
  choice: Sad to share their deep secret
A:","['Angry to have to talk about it', 'Compassionate about the subject', 'Sad to share their deep secret']",Compassionate about the subject,Angry to have to talk about it,Angry to have to talk about it,False,False,-0.15059805661439896,-2.265625,0.15059805661439896,2.265625,240,3,True,False,False
361,"Q: Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. Why did Aubrey do this? 
  choice: Never again get back together
  choice: Never be back together again
  choice: Save Riley from hurt
A:","['Save Riley from hurt', 'Never again get back together', 'Never be back together again']",Save Riley from hurt,Save Riley from hurt,Never again get back together,True,False,5.052018985152245,-0.71875,5.052018985152245,0.71875,267,3,False,True,False
362,"Q: Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. How would Alex feel afterwards? 
  choice: Ashamed for failing
  choice: Like they aren't smart
  choice: Would appreciate that they paid attention
A:","['Ashamed for failing', ""Like they aren't smart"", 'Would appreciate that they paid attention']",Would appreciate that they paid attention,Would appreciate that they paid attention,Would appreciate that they paid attention,True,True,8.053177904337645,0.7890625,8.053177904337645,0.7890625,248,3,True,False,False
363,"Q: Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. What will happen to Carson? 
  choice: Carson's friend will ground them
  choice: Carson's mother will scold them
  choice: Others will be punished
A:","[""Carson's friend will ground them"", ""Carson's mother will scold them"", 'Others will be punished']",Carson's mother will scold them,Carson's mother will scold them,Carson's mother will scold them,True,True,10.740664282813668,0.6640625,10.740664282813668,0.6640625,293,3,True,False,False
364,"Q: Kai had some choice words to say but she decided to keep the language in check. How would you describe Kai? 
  choice: Ignorant
  choice: Intelligent
  choice: Like the better person for not engaging in the petty fight
A:","['Intelligent', 'Ignorant', 'Like the better person for not engaging in the petty fight']",Like the better person for not engaging in the petty fight,Like the better person for not engaging in the petty fight,Intelligent,True,False,2.1225939337164164,-3.0,2.1225939337164164,3.0,224,3,False,True,False
365,"Q: Alex rendered Sasha's car washing service despite the rain that was soon to come. How would Sasha feel as a result? 
  choice: Angry at Alex for not saying anything
  choice: As generous
  choice: Happy they got a pre-rain wash
A:","['As generous', 'Happy they got a pre-rain wash', 'Angry at Alex for not saying anything']",Happy they got a pre-rain wash,Happy they got a pre-rain wash,Angry at Alex for not saying anything,True,False,1.2319333404302597,-0.5625,1.2319333404302597,0.5625,233,3,False,True,False
366,"Q: Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. What does Remy need to do before this? 
  choice: Needed to ask her mom and dad to give her a ride before instead of bumming
  choice: Needed to borrow her mom and dads car without asking instead of bumming
  choice: Needed to just walk the 20 miles to the fair quickly instead of bumming
A:","['Needed to borrow her mom and dads car without asking instead of bumming', 'Needed to ask her mom and dad to give her a ride before instead of bumming', 'Needed to just walk the 20 miles to the fair quickly instead of bumming']",Needed to ask her mom and dad to give her a ride before instead of bumming,Needed to ask her mom and dad to give her a ride before instead of bumming,Needed to ask her mom and dad to give her a ride before instead of bumming,True,True,7.325892947614193,2.109375,7.325892947614193,2.109375,391,3,True,False,False
367,"Q: Tracy gave birth to Addison and was very proud of her new child that day. What will Tracy want to do next? 
  choice: Experience motherhood for the first time
  choice: Have a baby of her own
  choice: Proud
A:","['Have a baby of her own', 'Proud', 'Experience motherhood for the first time']",Experience motherhood for the first time,Experience motherhood for the first time,Have a baby of her own,True,False,0.29359281808137894,-0.375,0.29359281808137894,0.375,213,3,False,True,False
368,"Q: Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. Why did Carson do this? 
  choice: Be considerate towards how his mom was feeling
  choice: Create an unwelcome atmosphere
  choice: Look out the window
A:","['Create an unwelcome atmosphere', 'Look out the window', 'Be considerate towards how his mom was feeling']",Be considerate towards how his mom was feeling,Be considerate towards how his mom was feeling,Be considerate towards how his mom was feeling,True,True,2.7462169751524925,2.1171875,2.7462169751524925,2.1171875,299,3,True,False,False
369,"Q: Skylar knew they were nervous and he wanted to ease their minds. What does Skylar need to do before this? 
  choice: Insult their worries
  choice: Put together a strong presentation detailing his ideas on how to proceed
  choice: Start acting rashly without thinking ahead
A:","['Insult their worries', 'Put together a strong presentation detailing his ideas on how to proceed', 'Start acting rashly without thinking ahead']",Put together a strong presentation detailing his ideas on how to proceed,Put together a strong presentation detailing his ideas on how to proceed,Insult their worries,True,False,8.585595063865185,-0.21875,8.585595063865185,0.21875,279,3,False,True,False
370,"Q: Remy got very dark after drinking by himself all night long. How would you describe Remy? 
  choice: A happy person at heart
  choice: A resilient person at heart
  choice: Depressed at heart
A:","['Depressed at heart', 'A resilient person at heart', 'A happy person at heart']",Depressed at heart,Depressed at heart,A resilient person at heart,True,False,5.356785207986832,-0.59375,5.356785207986832,0.59375,197,3,False,True,False
371,"Q: Aubrey ignored the call that she got from Riley that was about the upcoming party. What will Riley want to do next? 
  choice: Call her mother
  choice: Go to the beach
  choice: Keep calling
A:","['Call her mother', 'Keep calling', 'Go to the beach']",Keep calling,Keep calling,Call her mother,True,False,2.772969976067543,-1.859375,2.772969976067543,1.859375,197,3,False,True,False
372,"Q: Robin went with Jan's friends to the park to play some games for hours. What will Jan want to do next? 
  choice: Go home and shower
  choice: Go home and sleep
  choice: Proud
A:","['Go home and shower', 'Proud', 'Go home and sleep']",Go home and shower,Proud,Go home and shower,False,True,-0.7793793231248856,0.375,0.7793793231248856,0.375,182,3,False,False,True
373,"Q: Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. How would Sydney feel afterwards? 
  choice: Annoyed in helping their daughter communicate
  choice: Happy that they are able to help their daughter
  choice: Happy to be in full control of their daughter's actions
A:","['Annoyed in helping their daughter communicate', ""Happy to be in full control of their daughter's actions"", 'Happy that they are able to help their daughter']",Happy that they are able to help their daughter,Happy that they are able to help their daughter,Annoyed in helping their daughter communicate,True,False,1.5434526363387704,-0.765625,1.5434526363387704,0.765625,444,3,False,True,False
374,"Q: Taylor attended their father's concert and was very impressed that their father performed so well. What will Taylor want to do next? 
  choice: Enjoy a show
  choice: Leave the concert before it starts
  choice: Tell their father 'well done'
A:","[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",Tell their father 'well done',Enjoy a show,Enjoy a show,False,False,-0.4091638922691345,-3.96875,0.4091638922691345,3.96875,247,3,True,False,False
375,"Q: Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. What will Addison want to do next? 
  choice: Come outside
  choice: Win the game of hide and seek
  choice: Win the game of tag
A:","['Win the game of tag', 'Come outside', 'Win the game of hide and seek']",Win the game of hide and seek,Win the game of hide and seek,Come outside,True,False,1.5352653414011002,-1.828125,1.5352653414011002,1.828125,242,3,False,True,False
376,"Q: Bailey was a good basketball player who had a special shot in their arsenal. What does Bailey need to do before this? 
  choice: Needed to do some stretching
  choice: Needed to get drunk
  choice: Practice more
A:","['Needed to do some stretching', 'Practice more', 'Needed to get drunk']",Practice more,Needed to do some stretching,Practice more,False,True,-0.26792389899492264,0.90625,0.26792389899492264,0.90625,217,3,False,False,True
377,"Q: Bailey studied the book carefully in preparation for the end of course exam. What will Bailey want to do next? 
  choice: Bailey wanted a good grade
  choice: Bailey wanted to pass the exam with flying colors
  choice: Take a study break
A:","['Bailey wanted to pass the exam with flying colors', 'Bailey wanted a good grade', 'Take a study break']",Take a study break,Bailey wanted a good grade,Bailey wanted a good grade,False,False,-6.704371348023415,-1.515625,6.704371348023415,1.515625,243,3,True,False,False
378,"Q: Cameron interpreted science in terms of objectiveness and rules. What will Cameron want to do next? 
  choice: Did this to follow logic
  choice: Did this to understand
  choice: Study science more
A:","['Study science more', 'Did this to understand', 'Did this to follow logic']",Study science more,Did this to follow logic,Study science more,False,True,-1.0991879887878895,0.40625,1.0991879887878895,0.40625,203,3,False,False,True
379,"Q: Sydney set Skylar's phone on edge just a small hairline over falling over the desk. How would you describe Sydney? 
  choice: Are boring
  choice: Are reckless
  choice: Careless
A:","['Are reckless', 'Careless', 'Are boring']",Careless,Careless,Careless,True,True,2.335069701075554,0.71875,2.335069701075554,0.71875,184,3,True,False,False
380,"Q: Kai talked about politics with their friends to try and stay informed. Why did Kai do this? 
  choice: Learn
  choice: Needed to hang out with his friends
  choice: Needed to make sure his friends know politics
A:","['Learn', 'Needed to hang out with his friends', 'Needed to make sure his friends know politics']",Learn,Learn,Learn,True,True,5.0504778027534485,2.9375,5.0504778027534485,2.9375,216,3,True,False,False
381,"Q: Sydney made some friends at their new place that they were working. What will Sydney want to do next? 
  choice: Manipulate the friends
  choice: Pay the friends
  choice: Talk to the friends
A:","['Pay the friends', 'Manipulate the friends', 'Talk to the friends']",Talk to the friends,Talk to the friends,Manipulate the friends,True,False,3.52662892639637,-0.921875,3.52662892639637,0.921875,197,3,False,True,False
382,"Q: Tracy the bus driver took Jesse's students on a field trip to a remote location. How would Tracy feel afterwards? 
  choice: Accurate
  choice: Incompetent
  choice: Lost
A:","['Lost', 'Accurate', 'Incompetent']",Accurate,Accurate,Accurate,True,True,4.495917499065399,1.5625,4.495917499065399,1.5625,176,3,True,False,False
383,"Q: Alex loved to watch tv so he spent most of his time up in his room with it on. Why did Alex do this? 
  choice: Go to sleep
  choice: Hated the world
  choice: Liked the feeling
A:","['Liked the feeling', 'Go to sleep', 'Hated the world']",Hated the world,Liked the feeling,Go to sleep,False,False,-7.4095668643713,-1.3359375,7.4095668643713,1.3359375,183,3,True,False,False
384,"Q: Addison was listening to music very loudly. They turned their music down. How would Addison feel afterwards? 
  choice: A fan of loud music
  choice: A fan with bad hearing
  choice: Satisfied
A:","['A fan with bad hearing', 'A fan of loud music', 'Satisfied']",A fan of loud music,Satisfied,A fan of loud music,False,True,-3.0348771661520004,0.8984375,3.0348771661520004,0.8984375,198,3,False,False,True
385,"Q: Jan said walk back to the students who were being disruptive and loud. How would you describe Jan? 
  choice: A softy at heart
  choice: No-nonsense
  choice: Stop talking in mid-sentence and look in a non-aggressive way at the student making the noise
A:","['A softy at heart', 'Stop talking in mid-sentence and look in a non-aggressive way at the student making the noise', 'No-nonsense']",No-nonsense,No-nonsense,No-nonsense,True,True,0.43524448573589325,0.390625,0.43524448573589325,0.390625,258,3,True,False,False
386,"Q: Austin had things to do after school and always ate late. Why did Austin do this? 
  choice: Eat early
  choice: Eat on time
  choice: So they could finish what they had to do
A:","['So they could finish what they had to do', 'Eat early', 'Eat on time']",So they could finish what they had to do,So they could finish what they had to do,So they could finish what they had to do,True,True,8.155015466734767,1.6875,8.155015466734767,1.6875,181,3,True,False,False
387,"Q: Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. What will Sydney want to do next? 
  choice: Participate in a local election
  choice: Take the LSAT
  choice: Was a hard worker
A:","['Take the LSAT', 'Was a hard worker', 'Participate in a local election']",Take the LSAT,Take the LSAT,Take the LSAT,True,True,6.53049211576581,0.828125,6.53049211576581,0.828125,352,3,True,False,False
388,"Q: Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. What will the students want to do next? 
  choice: Be a security guard
  choice: Be walking the halls
  choice: Run out of the room
A:","['Be walking the halls', 'Run out of the room', 'Be a security guard']",Run out of the room,Run out of the room,Be a security guard,True,False,3.2177825644612312,-1.03125,3.2177825644612312,1.03125,245,3,False,True,False
389,"Q: Sydney woke up and was ready to start the day. They put on their clothes. What will Sydney want to do next? 
  choice: Go to bed
  choice: Go to the pool
  choice: Go to work
A:","['Go to bed', 'Go to the pool', 'Go to work']",Go to work,Go to work,Go to work,True,True,2.700504705309868,0.140625,2.700504705309868,0.140625,180,3,True,False,False
390,"Q: Casey was hungry so they put food into the oven to cook. How would Others feel as a result? 
  choice: Starved
  choice: That Casey eats too much
  choice: That Casey knows how to cook
A:","['Starved', 'That Casey eats too much', 'That Casey knows how to cook']",That Casey knows how to cook,Starved,Starved,False,False,-3.5801555551588535,-1.6796875,3.5801555551588535,1.6796875,190,3,True,False,False
391,"Q: Aubrey asked Sydney to estimate the cost of the damage to her car. Why did Sydney do this? 
  choice: Do her job as a car repair estimator
  choice: Help Jason
  choice: Know the car's location
A:","[""Know the car's location"", 'Do her job as a car repair estimator', 'Help Jason']",Do her job as a car repair estimator,Do her job as a car repair estimator,Do her job as a car repair estimator,True,True,4.02590343542397,2.31640625,4.02590343542397,2.31640625,199,3,True,False,False
392,"Q: Remy gave Skylar, the concierge, her account so that she could check into the hotel. What will Remy want to do next? 
  choice: Arrive at a hotel
  choice: Get the key from Skylar
  choice: Lose her credit card
A:","['Lose her credit card', 'Arrive at a hotel', 'Get the key from Skylar']",Get the key from Skylar,Get the key from Skylar,Arrive at a hotel,True,False,1.232991248369217,-0.1484375,1.232991248369217,0.1484375,216,3,False,True,False
393,"Q: Kendall walked their dog home in the pouring rain and thunder and lightning. How would you describe Kendall? 
  choice: A responsible dog owner
  choice: Tired
  choice: Uncaring about dogs
A:","['Tired', 'Uncaring about dogs', 'A responsible dog owner']",A responsible dog owner,A responsible dog owner,A responsible dog owner,True,True,11.280005387961864,3.56640625,11.280005387961864,3.56640625,195,3,True,False,False
394,"Q: Skylar found a child standing in the airport alone and tried to find their parents. Why did Skylar do this? 
  choice: Be kind
  choice: Be rude
  choice: Have a flight
A:","['Be kind', 'Have a flight', 'Be rude']",Be kind,Be kind,Be kind,True,True,2.4764758944511414,4.578125,2.4764758944511414,4.578125,174,3,True,False,False
395,"Q: Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. What does Ted need to do next? 
  choice: Go to the boat
  choice: Ted was very shocked and scared and he rowed away from the area of danger very quickly forgetting Aubrey
  choice: Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out
A:","['Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out', 'Go to the boat', 'Ted was very shocked and scared and he rowed away from the area of danger very quickly forgetting Aubrey']",Ted was very shocked and scared and he started hollering at Aubrey to grab his hand to pull her out,Ted was very shocked and scared and he rowed away from the area of danger very quickly forgetting Aubrey,Go to the boat,False,False,-0.4239869168959558,-0.59375,0.4239869168959558,0.59375,377,3,True,False,False
396,"Q: Riley regarded Jesse, but Jesse was annoyed that they were being watched. What will happen to Riley? 
  choice: Anxious
  choice: Irritated
  choice: They will be slapped
A:","['Anxious', 'They will be slapped', 'Irritated']",They will be slapped,They will be slapped,Anxious,True,False,1.2979433834552765,-0.3125,1.2979433834552765,0.3125,176,3,False,True,False
397,"Q: While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. How would the others feel as a result? 
  choice: Intrigued that they didn't tell all of them
  choice: Jealous that they didn't help all of them
  choice: Self-starting
A:","['Self-starting', ""Intrigued that they didn't tell all of them"", ""Jealous that they didn't help all of them""]",Jealous that they didn't help all of them,Jealous that they didn't help all of them,Intrigued that they didn't tell all of them,True,False,4.958273890428245,-1.15625,4.958273890428245,1.15625,325,3,False,True,False
398,"Q: Sydney rubbed Addison's head because she had a horrible headache. What will happen to Sydney? 
  choice: Be reprimanded
  choice: Drift to sleep
  choice: Receive thanks
A:","['Drift to sleep', 'Receive thanks', 'Be reprimanded']",Receive thanks,Drift to sleep,Be reprimanded,False,False,-4.925120383501053,-1.2578125,4.925120383501053,1.2578125,175,3,True,False,False
399,"Q: Kai watched videos on youtube and there was one they really liked. How would you describe Kai? 
  choice: As someone that asked about videos
  choice: As someone that enjoyed a video
  choice: As someone that talks about videos
A:","['As someone that enjoyed a video', 'As someone that asked about videos', 'As someone that talks about videos']",As someone that enjoyed a video,As someone that enjoyed a video,As someone that asked about videos,True,False,8.107128964737058,-0.5,8.107128964737058,0.5,233,3,False,True,False
400,"Q: Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. What will Addison want to do next? 
  choice: Good
  choice: Hit Robin
  choice: Take their medicine
A:","['Good', 'Take their medicine', 'Hit Robin']",Take their medicine,Good,Good,False,False,-0.6639024317264557,-1.1171875,0.6639024317264557,1.1171875,191,3,True,False,False
401,"Q: Quinn climbed into bed after a full, busy day of work. Why did Quinn do this? 
  choice: Felt energized
  choice: Felt tired
  choice: Shut the lights off
A:","['Felt tired', 'Shut the lights off', 'Felt energized']",Felt tired,Felt tired,Felt tired,True,True,6.839862108230591,1.0,6.839862108230591,1.0,160,3,True,False,False
402,"Q: Bailey destroyed the enemy's weapons when playing a video game with friends. How would Bailey feel afterwards? 
  choice: Depressed
  choice: Interested in video games
  choice: Playful
A:","['Interested in video games', 'Playful', 'Depressed']",Playful,Playful,Depressed,True,False,6.0857721120119095,-0.6875,6.0857721120119095,0.6875,191,3,False,True,False
403,"Q: Casey decided that he would be better off if he broke up with his girlfriend. What does Casey need to do before this? 
  choice: Go to a car show
  choice: Go to sleep
  choice: Want something different
A:","['Go to sleep', 'Want something different', 'Go to a car show']",Want something different,Want something different,Go to a car show,True,False,4.318228481337428,-0.2890625,4.318228481337428,0.2890625,208,3,False,True,False
404,"Q: Alex answered Riley's question about the math problem for homework that night. What will happen to Riley? 
  choice: Lazy
  choice: Passive
  choice: Proud
A:","['Lazy', 'Passive', 'Proud']",Proud,Proud,Lazy,True,False,6.753173828125,-0.3125,6.753173828125,0.3125,161,3,False,True,False
405,"Q: cameron was challenged to a dual so he had to put up or shut up. How would you describe Cameron? 
  choice: As smart
  choice: As stupid
  choice: Scared
A:","['Scared', 'As smart', 'As stupid']",Scared,As smart,As smart,False,False,-2.298204556107521,-3.03125,2.298204556107521,3.03125,159,3,True,False,False
406,"Q: Quinn went to work the next day after they went on vacation over the weekend. Why did Quinn do this? 
  choice: Make more money
  choice: Take more time off
  choice: Take some time off work
A:","['Take more time off', 'Make more money', 'Take some time off work']",Make more money,Make more money,Make more money,True,True,6.091857892461121,1.015625,6.091857892461121,1.015625,196,3,True,False,False
407,"Q: Riley got dressed up for a night out. Riley went out with some friends dancing. What does Riley need to do before this? 
  choice: Have fun with her friends
  choice: Needed to get makeup on
  choice: Needed to make plans with friends
A:","['Have fun with her friends', 'Needed to get makeup on', 'Needed to make plans with friends']",Needed to make plans with friends,Needed to get makeup on,Have fun with her friends,False,False,-0.8879278898239136,-2.75,0.8879278898239136,2.75,240,3,True,False,False
408,"Q: Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. What will Addison want to do next? 
  choice: Burn the money so no one can find it
  choice: Give the money back to Casey
  choice: Spend the money before she gets caught
A:","['Give the money back to Casey', 'Burn the money so no one can find it', 'Spend the money before she gets caught']",Give the money back to Casey,Give the money back to Casey,Burn the money so no one can find it,True,False,2.9876647144556046,-0.328125,2.9876647144556046,0.328125,278,3,False,True,False
409,"Q: Carson was a week away from finals, but went over his friends every day to play video game. How would you describe Carson? 
  choice: Disapproving
  choice: Focused on grades
  choice: Not motivated
A:","['Not motivated', 'Disapproving', 'Focused on grades']",Not motivated,Focused on grades,Disapproving,False,False,-3.52975395321846,-2.01953125,3.52975395321846,2.01953125,204,3,True,False,False
410,"Q: Taylor gave her friend a present for their birthday that year. What will happen to Taylor? 
  choice: Be happy to see their friend
  choice: Be thanked by their friend
  choice: Open the present
A:","['Be thanked by their friend', 'Open the present', 'Be happy to see their friend']",Be thanked by their friend,Be thanked by their friend,Open the present,True,False,3.641209566965699,-1.328125,3.641209566965699,1.328125,200,3,False,True,False
411,"Q: Remy challenged them to a game of racquetball at the local YMCA gym. Why did Remy do this? 
  choice: Was bored and decided to gather some people for a good game of racquetball
  choice: Was bored and decided to he wanted them to go to the gym and watch him not show
  choice: Win the game
A:","['Was bored and decided to gather some people for a good game of racquetball', 'Was bored and decided to he wanted them to go to the gym and watch him not show', 'Win the game']",Was bored and decided to gather some people for a good game of racquetball,Was bored and decided to gather some people for a good game of racquetball,Was bored and decided to gather some people for a good game of racquetball,True,True,6.705958229955286,0.1875,6.705958229955286,0.1875,295,3,True,False,False
412,"Q: Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. Why did it become dark outside? 
  choice: And their friends lost track of the time
  choice: Go to sleep
  choice: Hid their friends and sought them for too long
A:","['Go to sleep', 'Hid their friends and sought them for too long', 'And their friends lost track of the time']",And their friends lost track of the time,And their friends lost track of the time,And their friends lost track of the time,True,True,1.9121420308947563,0.421875,1.9121420308947563,0.421875,289,3,True,False,False
413,"Q: Riley wanted to ask their friends advice about what to do for a job. What will Others want to do next? 
  choice: Listen carefully
  choice: Wanted to do something important
  choice: Wanted to find an enjoyable job
A:","['Wanted to do something important', 'Wanted to find an enjoyable job', 'Listen carefully']",Listen carefully,Listen carefully,Listen carefully,True,True,7.0658585131168365,3.484375,7.0658585131168365,3.484375,221,3,True,False,False
414,"Q: Aubrey kept the baby up at night but was ready to put her down for a nap now. What will Aubrey want to do next? 
  choice: Get the baby ready for bed next
  choice: Have to prepare the crib and blankets
  choice: Prepare dinner next
A:","['Get the baby ready for bed next', 'Prepare dinner next', 'Have to prepare the crib and blankets']",Get the baby ready for bed next,Have to prepare the crib and blankets,Get the baby ready for bed next,False,True,-0.6231076121330261,1.65625,0.6231076121330261,1.65625,238,3,False,False,True
415,"Q: Jan decided on Friday to light a fire under the brush in her pit in the backyard. What will Jan want to do next? 
  choice: Make sure the fire goes out later
  choice: Roast hot dogs
  choice: Throw all of her belongings in with the brush
A:","['Throw all of her belongings in with the brush', 'Make sure the fire goes out later', 'Roast hot dogs']",Make sure the fire goes out later,Make sure the fire goes out later,Make sure the fire goes out later,True,True,0.5073231086134911,2.3203125,0.5073231086134911,2.3203125,244,3,True,False,False
416,"Q: Riley regarded Jesse with gentle eyes before asking him out. What will happen to Jesse? 
  choice: Accept the invitation next
  choice: Get rejected
  choice: Have a date
A:","['Accept the invitation next', 'Have a date', 'Get rejected']",Accept the invitation next,Accept the invitation next,Accept the invitation next,True,True,2.145755633711815,1.640625,2.145755633711815,1.640625,176,3,True,False,False
417,"Q: Jesse was taking a class and he really admired his professor. To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him. How would Jesse feel afterwards? 
  choice: Accomplished
  choice: Focused and driven to succeed in class
  choice: Hard working and dedicated to their work
A:","['Accomplished', 'Focused and driven to succeed in class', 'Hard working and dedicated to their work']",Accomplished,Accomplished,Accomplished,True,True,6.123130965046585,2.171875,6.123130965046585,2.171875,343,3,True,False,False
418,"Q: Sasha got revenge on the people who had stolen the car from her. How would Others feel as a result? 
  choice: Furious at the perpetrators
  choice: Quite elated
  choice: Quite paid back
A:","['Quite elated', 'Furious at the perpetrators', 'Quite paid back']",Quite paid back,Furious at the perpetrators,Furious at the perpetrators,False,False,-6.5398469883948565,-0.625,6.5398469883948565,0.625,193,3,True,False,False
419,"Q: It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. What does Jan need to do before this? 
  choice: Be a man
  choice: Get pregnant
  choice: She liked kids
A:","['Get pregnant', 'Be a man', 'She liked kids']",Get pregnant,Get pregnant,Be a man,True,False,5.00165468454361,-0.59375,5.00165468454361,0.59375,208,3,False,True,False
420,"Q: Kai showed Jan how to do her job properly so she didn't get in trouble. Why did Kai do this? 
  choice: Make sure Jan does it right
  choice: Though Jan was lazy
  choice: Was Jan's trainer and didn't want to get in trouble
A:","['Though Jan was lazy', ""Was Jan's trainer and didn't want to get in trouble"", 'Make sure Jan does it right']",Make sure Jan does it right,Make sure Jan does it right,Make sure Jan does it right,True,True,6.6538175120949745,0.34375,6.6538175120949745,0.34375,229,3,True,False,False
421,"Q: Skylar got a cast on her leg after she broke it while skateboarding. How would you describe Skylar? 
  choice: Athletic
  choice: Sad
  choice: Terrible
A:","['Athletic', 'Sad', 'Terrible']",Sad,Athletic,Athletic,False,False,-9.27197265625,-1.12109375,9.27197265625,1.12109375,158,3,True,False,False
422,"Q: Tracy took Jesse's students on a field trip because Jesse was not feeling well. What will Tracy want to do next? 
  choice: Drive the students back home
  choice: Know directions
  choice: Take the students back to school
A:","['Take the students back to school', 'Drive the students back home', 'Know directions']",Take the students back to school,Know directions,Drive the students back home,False,False,-2.685216873884201,-1.1328125,2.685216873884201,1.1328125,227,3,True,False,False
